DIRECTORIO,P424,P4030S1,P4030S1A1,P4030S5,P4030S3,P4030S4,P4030S4A1,P4030S6,P4030S2,MES_REF,DIA_REF,CLASE,REGION,F_EXP_VIV
42597,2,1,3,1,1,1,3,1,1,3,2,1,4,1457.787436
42598,2,1,2,1,1,1,7,1,1,3,2,1,6,11.112109315
42599,1,1,2,1,1,1,3,1,1,3,7,1,3,391.79530597
42600,2,1,4,1,1,1,2,1,1,3,2,1,2,401.65681887
42601,1,1,1,1,2,1,3,1,2,3,3,1,3,381.5011397
42602,1,1,1,1,2,1,3,2,2,3,1,1,2,260.99898828
42603,1,1,2,1,1,1,3,1,1,3,2,1,3,405.60018827
42604,1,1,1,1,1,1,2,1,1,3,3,1,2,82.700711477
42605,2,1,2,1,1,1,3,2,2,3,4,1,4,146.43835259
42606,2,1,5,1,1,1,3,1,1,3,2,1,2,184.78418484
42607,1,1,3,1,1,1,3,1,1,3,2,1,4,832.11234187
42609,2,1,2,1,1,1,3,1,1,3,7,1,1,406.12095167
42610,1,1,1,1,2,2,,2,2,3,2,2,1,373.80665537
42612,1,1,1,1,1,1,2,2,1,3,3,1,1,380.92298783
42613,1,1,1,1,1,1,8,2,2,3,2,1,3,303.88386305
42615,1,1,2,1,1,1,1,1,1,3,6,1,2,189.80127871
42616,2,1,2,1,1,1,2,1,2,3,3,1,2,231.5947827
42617,2,1,2,1,1,1,2,1,1,3,1,1,2,231.373003
42618,2,1,2,1,1,1,3,2,1,2,1,1,3,167.35826195
42619,1,1,1,1,2,1,3,1,1,3,4,1,6,8.8659781673
42620,2,1,2,1,1,1,2,2,1,3,2,1,2,264.45885125
42621,2,1,3,1,1,1,3,1,1,2,1,1,2,196.19989326
42623,1,1,2,1,1,1,3,1,1,3,7,1,3,397.02395267
42624,1,1,2,1,1,1,2,1,1,3,2,1,2,216.58937115
42625,2,1,2,1,2,1,7,1,1,3,3,1,6,18.841962136
42626,1,1,3,1,1,1,3,1,1,3,2,1,4,989.2495454
42627,1,1,1,1,1,1,2,1,1,3,2,1,1,295.44075864
42629,1,1,2,1,1,1,1,1,1,3,6,1,2,198.95100579
42630,1,1,3,1,1,1,3,1,2,3,3,1,6,7.2779008277
42631,3,1,1,1,1,1,3,1,1,3,3,1,4,669.3782111
42633,2,1,2,1,1,1,3,1,1,3,4,1,2,245.3399328
42634,1,1,2,1,1,1,1,1,1,3,2,1,2,191.22353218
42635,2,1,1,1,2,1,3,1,1,3,3,1,1,255.20321443
42636,1,1,3,1,1,1,3,1,1,3,1,1,3,307.89936546
42638,2,1,4,1,1,1,3,1,1,3,2,1,4,270.96067985
42639,2,1,6,1,1,1,3,1,1,3,3,1,2,128.76184658
42640,2,1,3,1,1,1,3,2,1,3,3,1,3,394.05719613
42641,2,1,6,1,1,1,2,1,1,3,1,1,2,115.31768329
42642,2,1,1,1,2,1,3,1,2,3,3,1,2,245.00496811
42643,1,1,1,2,2,1,3,1,1,3,6,1,6,7.9124382683
42644,2,1,2,1,1,1,3,1,1,2,1,1,5,337.85312423
42645,2,1,6,1,1,1,3,1,1,3,4,1,2,112.26420236
42648,2,1,1,2,2,1,3,2,2,3,7,1,6,6.8860610497
42649,2,1,2,1,1,1,3,1,1,3,1,1,2,193.85014708
42650,1,1,1,1,1,1,2,2,1,3,3,1,1,355.3596535
42651,2,1,1,1,1,1,3,1,2,3,1,1,4,122.04133599
42652,1,1,2,1,1,1,1,1,1,3,7,1,2,207.6856875
42653,2,1,2,1,1,1,7,1,2,3,1,1,6,9.6397609427
42654,1,1,1,2,2,2,,1,2,3,3,2,1,478.79418647
42655,1,1,1,1,2,1,3,1,2,3,2,1,2,237.90282681
42656,2,1,1,1,1,1,2,1,1,3,4,1,2,492.16308303
42657,2,1,3,1,1,1,3,2,1,3,4,1,2,236.26599252
42658,1,1,2,1,1,1,3,1,1,3,1,1,4,121.15295706
42659,1,1,3,1,1,1,3,1,1,3,3,1,1,232.80029407
42660,1,1,1,1,1,1,3,2,1,3,3,1,1,168.35389969
42662,1,1,2,1,1,1,3,1,1,3,1,1,3,444.0527473
42664,1,1,1,2,2,2,,2,1,3,3,2,1,392.5143571
42665,1,1,2,1,1,1,3,1,1,3,7,1,3,362.19681393
42666,2,1,1,1,1,1,2,2,1,3,1,1,2,150.43205335
42668,2,1,5,1,1,1,3,1,1,3,3,1,2,191.30034933
42671,1,1,1,1,1,1,2,2,1,3,2,1,1,294.38707318
42672,2,1,2,1,1,1,3,2,1,3,2,1,3,393.5974339
42673,1,1,2,1,1,1,3,2,1,3,1,1,3,352.18848507
42674,1,1,1,1,2,1,3,2,2,3,3,1,2,244.56417874
42675,2,1,1,1,1,1,3,1,1,3,1,1,3,313.79930996
42676,2,1,1,1,2,1,2,1,1,3,3,1,2,432.17302063
42677,2,1,2,1,1,1,3,1,1,3,3,1,2,244.85207406
42678,1,1,3,1,1,1,3,1,1,3,1,1,4,728.5167944
42679,2,1,2,1,1,1,2,1,1,3,2,1,1,320.95410706
42680,2,1,1,1,1,1,3,1,1,3,2,1,2,163.69172289
42681,2,1,1,1,1,1,3,1,1,3,2,1,1,221.07768979
42682,1,1,3,1,1,1,3,1,1,3,2,1,3,347.7607306
42684,2,1,4,1,1,1,3,1,1,3,3,1,2,419.06120023
42685,1,1,1,1,1,1,3,1,1,3,3,1,3,112.02025672
42686,2,1,3,1,1,1,3,1,1,2,3,1,5,275.54263903
42688,2,1,2,1,1,1,3,1,1,3,2,1,2,223.36881937
42689,1,1,3,1,1,1,3,1,1,3,3,1,4,553.18540543
42690,2,1,1,1,1,1,2,1,1,3,1,1,2,84.502751387
42692,1,1,1,2,2,1,3,1,2,3,7,1,6,8.8101040993
42693,1,1,1,1,2,2,,2,2,3,2,1,1,190.06351554
42694,2,1,2,1,1,1,3,1,1,2,1,1,2,186.87366748
42695,1,1,1,2,2,2,,1,2,3,2,2,4,1763.990767
42696,1,1,3,1,1,1,3,1,1,3,1,1,4,989.9047626
42697,1,1,2,1,1,1,2,1,1,3,3,1,2,265.322694
42699,1,1,2,1,1,1,3,1,1,3,5,1,3,353.2378802
42700,1,1,2,1,1,1,1,2,1,3,7,1,2,213.13060099
42701,1,1,1,1,1,1,3,2,1,3,1,1,1,147.39928189
42702,1,1,2,1,1,1,3,1,2,3,1,1,4,210.82348647
42703,1,1,1,1,1,1,2,1,1,3,1,1,2,87.158301197
42704,1,1,1,2,2,2,,2,2,3,1,2,1,605.03281203
42705,2,1,3,1,1,1,3,1,1,3,1,1,6,7.9516316847
42706,2,1,6,1,1,1,3,1,1,3,2,1,2,109.06848019
42707,1,1,2,1,1,1,3,1,1,3,5,1,3,332.10226012
42708,2,1,3,1,1,1,3,1,1,3,1,1,1,330.7873835
42710,2,1,4,1,1,1,3,1,1,3,1,1,2,350.79936467
42711,2,1,1,1,1,1,2,1,1,3,6,1,2,415.3636388
42713,1,1,2,1,1,1,3,1,1,3,6,1,3,330.73205905
42714,1,1,2,1,1,1,3,2,1,2,6,1,3,284.69350756
42715,1,1,2,1,1,1,3,1,2,3,2,1,4,218.54618126
42716,1,1,1,1,1,1,3,1,1,3,5,1,1,205.52334792
42718,1,1,1,1,1,1,2,2,2,3,1,1,1,210.28236903
42719,2,1,1,1,1,1,2,1,1,3,6,1,2,433.9137032
42720,2,1,3,1,1,1,1,1,1,3,1,1,2,199.71825052
42721,1,1,1,1,1,1,3,1,1,3,1,1,1,116.72695779
42722,2,1,2,1,1,1,3,2,1,3,5,1,3,346.53387803
42723,1,1,1,1,1,1,3,1,1,3,6,1,1,273.24013883
42725,2,1,2,1,1,1,2,1,1,3,2,1,2,174.18810384
42726,1,1,2,1,1,1,3,1,1,3,7,1,2,301.28037216
42727,2,1,2,1,1,1,3,1,1,3,1,1,3,348.4437441
42728,2,1,6,1,1,1,3,1,1,3,1,1,2,131.08917758
42729,1,1,2,1,1,1,1,2,1,3,1,1,2,170.21369955
42732,1,1,2,1,1,1,3,1,1,3,6,1,3,332.26587837
42733,2,1,1,1,1,1,3,1,1,3,6,1,1,347.52537203
42734,1,1,1,1,2,2,,2,2,3,1,2,1,434.3003632
42735,1,1,3,1,1,1,3,1,1,3,2,1,1,241.21429096
42736,2,1,1,1,1,1,2,1,1,2,1,1,2,412.9459117
42737,1,1,3,1,1,1,3,1,1,3,1,1,1,208.55760889
42738,2,1,1,2,2,1,3,2,2,3,2,1,1,108.57891014
42739,1,1,2,1,1,1,3,1,1,3,1,1,1,265.76129695
42740,2,1,4,1,1,1,2,1,1,3,1,1,2,371.70835783
42741,2,1,2,1,1,1,3,1,1,3,3,1,2,213.44712767
42742,2,1,1,2,2,1,3,2,2,3,7,1,6,8.5299094867
42743,2,1,1,1,1,1,3,1,1,3,1,1,1,269.15344414
42745,2,1,1,1,2,1,3,1,1,3,5,1,6,7.9023736183
42746,2,1,2,1,1,1,3,1,1,2,7,1,5,270.41937461
42747,2,1,3,1,1,1,1,2,1,3,1,1,2,199.12423275
42748,2,1,2,1,1,1,3,1,1,3,6,1,3,387.8792144
42749,1,1,3,1,1,1,3,1,1,3,2,1,4,821.62707707
42750,2,1,3,1,1,1,3,1,1,3,6,1,2,161.93627374
42751,1,1,2,2,2,1,3,2,1,2,3,1,2,109.8461176
42753,2,1,2,1,1,1,2,1,1,3,1,1,2,317.72517334
42754,2,1,4,1,1,1,3,1,1,3,1,1,4,256.23239926
42755,2,1,2,1,1,1,3,1,1,2,1,1,2,235.33559041
42756,1,1,1,1,1,1,2,2,1,3,1,1,1,318.40577967
42757,2,1,2,1,1,1,3,1,1,3,7,1,2,294.00196968
42758,1,1,1,1,2,1,3,1,1,3,5,1,6,4.2929136143
42759,1,1,3,1,1,1,3,1,1,3,1,1,4,483.66410217
42760,1,1,1,2,2,2,,2,1,3,1,2,1,608.0422554
42761,1,1,3,1,1,1,3,1,2,2,1,1,5,355.9002728
42762,1,1,2,1,1,1,1,1,1,3,2,1,2,166.76672779
42763,2,1,3,1,1,1,3,1,1,1,4,1,3,264.51027464
42764,2,1,1,2,2,1,3,1,2,3,6,1,6,9.002311935
42765,1,1,2,1,1,1,1,2,1,3,6,1,2,208.38653302
42766,2,1,3,1,1,1,3,1,2,2,5,1,6,14.127013993
42767,2,1,3,1,1,1,3,1,1,2,5,1,5,253.8222228
42768,2,1,3,1,1,1,3,1,1,2,4,1,5,372.32563797
42769,1,1,2,1,1,1,3,1,1,2,1,1,1,375.43347347
42770,2,1,1,1,2,1,3,1,1,3,4,1,6,7.3862535907
42771,1,1,3,1,1,1,3,1,1,3,6,1,1,229.42355437
42774,2,1,1,1,2,1,3,1,1,3,6,1,6,9.6027385653
42775,2,1,4,1,1,1,3,1,1,1,6,1,5,276.28297603
42777,2,1,5,1,1,1,3,1,1,3,1,1,2,195.33903741
42779,2,1,3,1,1,1,3,1,1,2,7,1,4,230.05046629
42780,1,1,1,1,2,1,3,2,2,2,5,1,3,422.18089863
42782,1,1,3,2,1,1,3,1,1,2,4,1,6,6.77187418
42784,1,1,3,1,1,1,3,1,1,3,5,1,1,142.01513031
42785,1,1,2,1,1,1,2,2,1,3,6,1,3,364.13269977
42787,2,1,3,1,1,1,3,1,1,2,3,1,5,311.56512243
42788,1,1,3,1,1,1,3,1,1,3,1,1,1,153.87925062
42789,2,1,2,1,1,1,3,2,1,3,6,1,2,184.30606769
42790,1,1,1,1,2,1,3,2,1,2,1,1,3,246.16114363
42792,2,1,2,1,1,1,3,1,2,2,5,1,3,282.33262063
42796,1,1,1,1,1,1,2,2,1,3,4,1,1,628.73140667
42797,1,1,1,1,1,1,2,1,1,3,1,1,1,188.96525782
42798,2,1,2,1,1,1,3,2,1,2,5,1,5,188.75212611
42799,1,1,2,1,1,1,3,1,1,1,3,1,2,209.70436487
42801,1,1,1,1,2,1,3,2,1,3,5,1,1,34.931823847
42809,1,1,3,1,1,1,3,1,2,3,7,1,6,8.3631240057
42810,1,1,2,1,1,1,3,1,1,3,5,1,5,160.2418021
42811,1,1,3,1,1,1,3,1,1,3,5,1,3,270.54643876
42812,1,1,2,1,1,1,3,1,1,3,6,1,1,276.10351504
42813,2,1,1,1,2,1,3,2,2,3,4,1,2,233.11455519
42814,1,1,1,2,2,2,,2,1,3,5,2,1,271.07939716
42816,2,1,2,2,1,1,7,1,1,3,5,1,6,8.353842997
42817,2,1,3,1,1,1,3,1,1,3,7,1,3,318.18906582
42818,1,1,2,1,1,1,1,1,1,3,6,1,2,240.04730426
42819,1,1,1,1,1,1,3,2,1,3,6,1,2,142.34527494
42820,1,1,2,1,1,1,3,2,1,3,5,1,5,471.02502707
42821,1,1,4,1,1,1,3,1,1,3,5,1,3,361.61452553
42822,2,1,2,1,1,1,2,1,1,3,3,1,2,181.46321885
42825,1,1,2,1,1,1,3,2,1,3,4,1,2,457.72677727
42826,1,1,2,1,1,1,3,2,1,3,7,1,1,389.39349147
42827,1,2,,1,1,1,3,2,1,3,3,1,2,183.60619082
42828,1,1,1,1,2,2,,2,2,3,7,2,1,392.7958993
42829,2,1,2,1,1,1,2,1,1,3,5,1,2,188.2477501
42830,1,1,3,1,1,1,3,1,1,3,7,1,3,207.71509642
42831,2,1,3,1,1,1,3,2,1,3,3,1,5,282.63411916
42832,2,1,3,1,1,1,3,1,1,3,6,1,5,223.31689569
42833,1,1,2,1,1,1,3,1,1,3,5,1,5,241.5987122
42835,2,1,3,1,1,1,3,1,1,3,5,1,1,284.01063161
42836,1,1,1,1,1,1,8,1,1,3,6,1,3,392.9657447
42837,1,1,3,1,1,1,3,2,1,3,5,1,4,552.70337
42838,1,1,2,1,1,1,1,2,1,3,6,1,2,259.04134961
42840,1,1,3,1,1,1,3,1,1,3,4,1,3,325.16919536
42841,1,1,3,2,2,1,3,1,1,3,5,1,6,9.1175983967
42844,1,1,4,1,1,1,3,1,1,3,5,1,3,320.51094108
42845,2,1,1,1,1,1,3,1,1,3,6,1,3,107.91128843
42846,2,1,2,1,1,1,3,1,1,3,7,1,1,305.3771327
42847,1,1,1,2,2,2,,2,2,3,5,2,1,277.03998057
42849,1,1,3,1,1,1,3,2,1,3,5,1,3,361.61452553
42850,2,1,1,1,1,1,3,2,1,3,4,1,3,439.07344603
42851,2,1,5,1,1,1,3,1,1,3,5,1,4,331.66607946
42852,1,1,1,1,1,1,2,2,1,3,7,1,1,221.33173508
42854,1,1,3,1,1,1,3,1,1,3,5,1,4,486.70287797
42855,2,1,2,1,1,1,3,1,1,3,7,1,5,561.45554027
42856,2,1,2,1,1,1,2,1,1,3,6,1,2,409.58941873
42858,1,1,2,1,1,1,1,1,1,3,6,1,2,240.43780916
42859,1,1,1,1,1,2,,1,2,3,5,2,3,419.57362413
42860,1,1,2,1,1,1,1,2,2,3,5,1,2,223.0142918
42861,1,1,1,1,1,1,8,2,2,3,5,1,3,370.45366553
42862,1,1,2,1,1,1,2,1,1,3,6,1,1,200.68616242
42863,2,1,3,1,1,1,3,1,1,3,5,1,5,158.60920828
42864,1,1,2,1,1,1,1,2,1,3,3,1,2,156.08581359
42865,1,1,3,1,1,1,3,1,1,3,5,1,3,238.51304891
42866,1,1,2,1,1,1,1,1,1,3,4,1,2,236.10772559
42867,1,1,1,1,1,1,3,1,1,3,7,1,4,479.78798907
42868,2,1,3,1,1,1,3,1,1,3,1,1,4,453.97193143
42869,2,1,2,1,1,1,3,2,1,3,5,1,3,308.84288183
42870,1,1,2,1,1,1,3,1,1,3,6,1,2,177.4023755
42871,2,1,2,1,1,1,3,1,1,3,2,1,2,202.63406385
42872,1,1,3,1,1,1,3,1,1,3,5,1,1,187.9430418
42873,1,1,3,1,1,1,3,1,2,3,5,1,4,99.65650963
42874,1,1,1,1,1,1,3,2,1,3,6,1,1,124.89748396
42875,1,1,1,2,2,2,,1,2,3,5,2,4,2047.7288259
42878,2,1,3,1,1,1,3,1,1,3,6,1,3,269.26378004
42881,2,1,3,1,1,1,2,1,1,3,4,1,2,316.72334422
42882,1,1,3,1,1,1,3,1,1,3,5,1,4,610.79897333
42883,2,1,1,1,1,1,3,1,1,3,7,1,4,619.48754323
42884,2,1,2,1,1,1,3,1,1,3,4,1,1,241.06475558
42885,1,1,2,1,1,1,3,1,1,3,5,1,3,342.8826181
42886,2,1,2,1,1,1,3,1,2,3,7,1,4,269.79199784
42887,1,1,1,1,1,1,3,2,1,3,1,1,1,259.61686035
42888,3,1,3,1,1,1,3,2,2,3,6,1,5,385.82969897
42889,2,1,1,1,1,1,3,2,2,3,6,1,4,113.45729377
42891,1,1,5,1,1,1,3,1,1,3,5,1,2,195.50582472
42892,2,1,2,1,1,1,3,1,1,3,4,1,3,342.21187873
42893,1,1,1,1,1,1,3,1,2,3,6,1,3,439.5219928
42894,1,1,1,1,1,1,3,1,1,3,5,1,4,758.44932393
42895,2,1,2,1,1,1,3,1,1,3,5,1,1,452.50712657
42896,1,1,1,1,1,1,3,1,1,3,5,1,3,341.56982097
42897,2,1,2,1,1,1,2,1,1,3,4,1,2,502.272634
42898,1,1,1,1,2,1,2,1,2,3,6,2,1,229.44397622
42900,1,1,2,1,1,1,1,2,1,3,5,1,2,165.62360971
42901,1,1,3,1,1,1,8,1,2,3,6,1,3,246.22768957
42903,1,1,3,1,1,1,3,1,1,3,5,1,4,560.13226917
42904,1,1,1,1,2,1,3,1,2,3,5,1,2,221.13791768
42905,2,1,1,1,1,1,3,2,1,3,5,1,3,92.783303097
42907,1,1,1,1,1,1,3,1,1,3,3,1,3,311.22632807
42909,2,1,3,1,1,1,3,1,1,3,4,1,2,182.31899576
42910,2,1,3,1,1,1,3,1,1,3,6,1,2,165.83908271
42911,2,1,1,1,1,1,3,1,1,3,1,1,1,145.87026316
42913,1,1,1,1,1,1,3,2,1,3,6,1,4,356.77297507
42915,1,1,2,1,1,1,3,1,1,3,7,1,3,403.55396933
42916,1,1,1,1,1,1,3,1,1,3,5,1,1,287.54315522
42917,2,1,2,1,1,1,3,1,1,3,5,1,5,359.50236153
42920,2,1,6,1,1,1,2,1,1,3,5,1,2,116.46151768
42921,1,1,2,1,1,1,2,1,1,3,6,1,1,248.04691243
42922,1,1,1,1,1,1,2,2,2,3,7,1,2,96.388827887
42924,1,1,1,2,2,2,,1,2,3,3,2,4,2488.6102261
42925,2,1,5,1,1,1,3,1,1,3,1,1,3,102.15529222
42928,2,1,2,1,1,1,3,1,1,3,5,1,3,320.43420087
42929,2,1,1,1,1,1,3,2,1,3,6,1,1,410.4438016
42930,1,1,1,1,1,1,2,2,1,3,5,1,1,211.58294905
42931,2,1,2,1,1,1,3,1,1,3,6,1,3,157.9142161
42932,2,1,4,1,1,1,4,1,1,3,4,1,4,331.33858305
42933,1,1,1,1,2,2,,1,2,3,6,2,1,386.94655713
42935,1,1,2,1,1,1,2,1,1,3,4,1,1,206.83401852
42936,1,1,4,1,1,1,3,1,1,3,1,1,4,155.07112247
42937,2,1,3,1,1,1,2,1,1,3,6,1,2,178.27498458
42938,2,1,2,1,1,1,3,1,1,3,5,1,5,258.34906645
42940,1,1,3,1,1,1,3,1,1,3,5,1,3,370.73659953
42942,2,1,4,1,1,1,3,1,1,3,5,1,5,293.58369595
42943,2,1,5,1,1,1,3,1,1,3,1,1,3,95.339595733
42944,2,1,2,1,1,1,2,1,1,3,1,1,2,394.33757097
42945,1,1,2,1,1,1,3,1,1,3,3,1,3,338.27029173
42946,1,1,1,1,1,1,3,2,1,3,6,1,1,151.21290712
42947,2,1,2,1,1,1,3,1,1,3,5,1,2,196.5701587
42948,2,1,3,1,1,1,2,1,1,3,4,1,2,199.19174446
42950,1,1,5,1,1,1,3,1,1,3,6,1,2,190.1179492
42951,1,1,3,1,1,1,3,1,1,3,5,1,1,218.72637073
42953,1,1,3,1,1,1,3,1,1,3,5,1,1,241.31421005
42954,1,1,2,1,1,1,2,1,2,3,5,1,2,345.30870663
42956,1,1,1,1,1,1,3,1,1,3,7,1,1,200.43522277
42958,1,1,4,1,1,1,3,1,1,3,5,1,3,341.56982097
42959,1,1,2,1,1,1,1,2,1,3,4,1,2,224.06678724
42960,1,1,1,1,1,1,3,1,1,3,1,1,1,120.08820935
42961,1,1,3,1,1,1,3,1,1,3,5,1,5,276.11281394
42962,1,1,3,1,1,1,3,1,1,3,6,1,4,586.5303079
42963,1,1,1,1,2,2,,2,2,3,5,2,1,370.95538267
42964,1,1,3,1,1,1,3,1,1,3,5,1,3,155.31462378
42965,2,1,1,1,1,1,3,1,1,3,5,1,1,393.21864453
42966,1,1,1,1,1,1,3,1,1,3,6,1,1,253.10616896
42967,2,1,2,1,1,1,2,1,1,3,1,1,2,76.665915053
42968,2,1,4,1,1,1,3,1,1,3,7,1,5,344.22241197
42969,2,1,3,1,1,1,3,1,1,3,5,1,3,302.38156983
42970,1,1,3,1,1,1,3,1,1,3,6,1,5,288.33242795
42971,1,1,1,1,1,1,3,1,1,3,1,1,1,252.7505202
42972,3,1,2,1,1,1,3,1,1,3,5,1,5,306.08703559
42973,1,1,1,2,2,1,2,2,2,3,4,1,1,210.19605775
42974,1,1,2,1,1,1,1,2,1,3,4,1,2,238.68437179
42975,1,1,3,1,1,1,3,1,1,3,3,1,5,288.78008885
42976,1,1,3,1,1,1,3,2,2,3,6,1,5,299.35500398
42977,2,1,4,1,1,1,2,1,1,3,5,1,2,392.44918043
42979,1,1,2,1,1,1,2,2,1,3,7,1,2,294.82058653
42980,1,1,2,1,1,1,2,1,1,3,5,1,2,331.08278778
42981,2,1,2,1,1,1,3,1,1,3,1,1,5,464.3524008
42982,1,1,3,1,1,1,3,2,1,3,6,1,4,675.09497957
42983,1,1,1,1,1,2,,2,2,3,5,2,3,417.97234677
42985,1,1,3,1,1,1,3,1,1,3,1,1,1,355.11465537
42986,1,1,3,1,1,1,3,1,1,3,6,1,4,558.92462853
42987,2,1,4,1,1,1,3,1,1,3,4,1,4,380.69086033
42988,2,1,2,1,1,1,3,2,1,3,4,1,5,474.27475673
42989,1,1,1,1,1,1,3,1,1,3,3,1,1,207.3458745
42990,1,1,1,1,1,1,2,1,1,3,6,1,1,271.66216919
42991,1,1,3,1,1,1,3,1,1,3,7,1,1,221.2216181
42992,1,1,2,1,1,1,3,1,1,3,5,1,2,171.34071296
42993,2,1,5,1,1,1,3,1,1,3,4,1,5,404.5890815
42994,2,1,3,1,1,1,3,1,1,3,4,1,3,315.58306795
42996,1,1,1,1,1,1,3,2,1,3,6,1,1,311.05870355
42997,2,1,2,1,1,1,1,2,1,3,4,1,2,215.4422256
42999,2,1,3,1,1,1,3,1,1,3,7,1,5,263.84431625
43000,1,1,1,1,1,1,3,1,1,3,5,1,1,329.17541291
43001,2,1,4,1,1,1,3,1,1,2,3,1,3,316.26162326
43002,1,1,3,1,1,1,3,1,1,3,4,1,4,513.19134177
43003,1,1,1,1,1,2,,2,2,3,1,2,3,640.67564067
43004,1,1,2,1,1,1,1,1,1,3,4,1,2,195.41197065
43005,1,1,2,1,1,1,1,2,1,3,4,1,2,172.35378048
43006,1,1,3,1,1,1,3,1,2,3,5,1,3,196.09441751
43007,1,1,1,1,2,2,,2,2,3,4,2,1,467.5617779
43009,2,1,2,1,1,1,3,1,1,3,1,1,5,821.73516547
43010,2,1,2,1,1,1,3,1,1,3,3,1,5,245.56870737
43011,1,1,3,1,1,1,2,1,1,3,6,1,2,294.5385832
43012,1,1,1,1,2,1,2,2,1,3,3,2,3,50.859224573
43013,1,1,2,1,1,1,3,1,1,3,5,1,3,385.8138268
43014,2,1,3,1,1,1,3,1,1,3,7,1,2,223.68902745
43015,1,1,2,1,1,1,1,2,1,3,4,1,2,226.13231588
43016,1,1,1,1,2,2,,2,2,3,1,2,3,507.47063903
43017,2,1,2,1,1,1,3,1,1,2,3,1,4,426.69288793
43018,1,1,1,1,2,1,3,1,2,3,4,1,2,233.74182919
43020,1,1,1,1,1,1,3,1,1,3,5,1,4,514.05767383
43022,2,1,2,1,1,1,3,2,1,3,3,1,5,238.67312316
43023,1,1,3,1,1,1,3,1,2,3,6,1,4,142.00257364
43024,2,1,3,1,1,1,3,1,1,3,1,1,4,138.03157293
43025,2,1,1,1,1,1,3,1,1,3,1,1,1,320.88490731
43026,1,1,1,1,1,1,3,1,1,3,6,1,1,306.12576055
43027,1,1,1,2,2,2,,2,2,3,4,2,1,451.01537383
43028,1,1,2,1,2,1,2,1,1,3,3,2,3,76.142016887
43029,1,1,1,1,1,1,3,1,1,3,4,1,4,593.41703393
43030,2,1,3,1,1,1,3,1,1,3,7,1,4,426.84763767
43031,2,1,5,1,1,1,3,1,1,3,5,1,2,199.0782373
43032,2,1,2,1,1,1,3,1,1,3,2,1,3,345.5429945
43035,1,1,2,1,1,1,3,1,1,3,6,1,3,329.07138083
43036,1,1,1,1,2,1,2,2,1,2,2,2,1,509.5648741
43037,1,1,3,1,1,1,3,1,1,3,4,1,5,286.82334973
43038,4,2,,2,2,2,,2,2,3,1,2,1,937.38416807
43039,1,1,2,1,1,1,2,1,1,3,4,1,2,266.68804271
43040,1,1,1,1,1,1,2,1,1,3,6,1,2,68.946025723
43042,1,1,3,1,1,1,3,1,2,3,4,1,6,6.7636226493
43044,2,1,3,1,1,1,3,1,1,3,6,1,4,864.03080773
43046,1,1,1,1,1,1,3,1,1,3,7,1,3,363.57799593
43047,2,1,3,1,1,1,3,1,1,3,3,1,1,258.28425848
43048,2,1,1,2,2,1,3,2,2,3,5,1,1,150.99462252
43049,2,1,1,1,1,1,3,1,1,3,4,1,4,159.67122849
43051,2,1,1,1,1,1,2,1,1,3,6,1,1,230.56466917
43052,1,1,2,1,1,1,3,1,1,3,4,1,2,217.460272
43054,2,1,2,1,1,1,2,1,1,3,7,1,2,266.47227003
43055,2,1,2,2,1,1,7,1,2,3,6,1,6,10.357327732
43057,2,1,3,1,1,1,3,1,1,3,4,1,5,299.93930212
43058,1,1,2,1,1,1,3,1,1,3,1,1,4,347.88615873
43059,2,1,2,1,1,1,3,1,1,3,3,1,5,200.18044393
43060,1,1,1,1,1,1,3,1,1,3,3,1,3,338.1279183
43061,2,1,1,1,2,1,3,1,1,3,5,1,1,216.25234341
43062,2,1,3,1,1,1,3,1,1,3,6,1,4,144.59347831
43063,2,1,4,1,1,1,3,1,1,3,7,1,4,298.73692014
43064,2,1,3,1,1,1,3,1,1,3,1,1,6,9.2060714
43065,2,1,2,1,1,1,2,1,1,3,6,1,2,234.52092353
43066,2,1,2,1,1,1,3,1,1,3,4,1,5,187.84078206
43067,2,1,3,1,1,1,3,2,1,3,5,1,4,304.24276194
43068,1,1,3,1,1,1,2,1,1,3,1,1,2,58.488655593
43069,2,1,3,1,1,1,2,1,1,3,7,1,2,206.94308534
43070,2,1,1,1,1,1,3,1,1,3,5,1,4,125.15935799
43071,2,1,3,1,1,1,3,2,1,3,7,1,4,421.0165642
43072,1,1,2,1,1,1,1,1,1,2,4,2,3,1784.9801087
43073,1,1,2,1,1,1,2,1,1,3,3,1,2,391.14402307
43074,2,1,3,1,1,1,3,1,1,3,4,1,4,336.60647447
43075,1,1,1,2,2,2,,2,2,3,7,2,1,381.39468413
43076,2,1,1,2,2,1,3,2,2,3,6,1,1,109.2493116
43077,2,1,2,1,1,1,2,1,2,3,1,1,2,356.80626763
43078,2,1,3,1,1,1,1,2,1,3,3,1,2,204.66919118
43079,2,1,1,1,1,1,3,1,2,3,6,1,4,129.86617252
43080,1,1,2,1,1,1,3,1,1,3,6,1,3,254.74513997
43081,2,1,4,1,1,1,3,1,1,3,5,1,4,318.32173585
43082,2,1,3,1,1,1,3,1,1,3,4,1,5,379.39083643
43084,1,1,1,1,2,2,,1,2,3,7,2,3,918.86162393
43085,1,1,1,1,1,1,3,1,1,3,1,1,1,70.509589597
43086,2,1,2,2,1,1,7,1,2,3,4,1,6,13.589587112
43088,2,1,3,1,1,1,3,1,1,3,4,1,5,293.70223627
