DIRECTORIO,P424,P4030S1,P4030S1A1,P4030S5,P4030S3,P4030S4,P4030S4A1,P4030S6,P4030S2,MES_REF,DIA_REF,CLASE,REGION,F_EXP_VIV
43089,1,1,1,1,1,1,2,1,1,3,3,1,3,176.71520248
43091,1,1,2,1,1,1,2,1,1,3,5,1,3,103.2520482
43092,2,1,2,1,1,1,2,1,2,3,7,1,2,535.2334105
43094,1,1,3,1,1,1,3,1,1,3,3,1,5,411.7696101
43096,1,1,3,1,1,1,6,1,1,3,5,1,3,344.27857473
43098,2,1,2,1,1,1,3,1,1,3,4,1,3,390.3541728
43099,2,1,4,1,1,1,3,1,1,2,4,1,3,335.7907023
43100,1,1,4,1,1,1,3,1,1,3,4,1,3,352.4304221
43101,1,1,3,1,1,1,3,1,1,3,3,1,5,372.20000757
43102,1,1,2,1,1,1,2,1,2,3,4,1,2,337.89599993
43103,1,1,1,1,2,2,,2,2,3,1,2,3,384.34607643
43104,1,1,2,1,2,1,2,1,1,3,1,2,3,90.577081633
43105,1,1,2,1,1,1,2,1,1,3,7,1,1,212.83983543
43107,2,1,2,1,1,1,3,1,1,3,1,1,2,336.78362203
43108,1,1,1,2,2,2,,2,2,3,7,2,1,233.16586324
43110,1,1,1,1,1,1,2,2,1,3,6,1,3,186.70840885
43111,1,1,2,1,1,1,3,2,2,2,4,1,3,272.49577956
43112,2,1,2,1,1,1,2,2,1,3,5,1,2,294.85523806
43113,1,1,2,1,1,1,1,2,1,3,6,1,2,269.28639397
43114,2,1,3,1,1,1,3,1,1,3,4,1,5,293.70223627
43115,2,1,2,1,1,1,3,2,1,3,3,1,3,98.141973687
43116,1,1,3,1,1,1,3,2,1,3,4,1,4,593.41703393
43117,1,1,1,1,1,1,3,1,1,3,1,1,1,75.730778
43118,1,1,1,1,2,1,2,2,2,3,1,2,3,67.98294603
43119,1,1,1,2,1,1,2,1,1,3,5,1,1,184.86908589
43120,2,1,4,1,1,1,2,1,1,3,4,1,2,381.8385129
43121,2,1,1,1,1,1,8,1,1,3,5,1,3,336.7893948
43122,1,1,2,1,1,1,3,1,1,3,7,1,1,562.43318947
43123,2,1,3,1,1,1,3,1,1,3,3,1,1,292.94748567
43124,1,1,2,1,1,1,3,1,1,3,4,1,3,382.2687687
43126,2,1,2,1,1,1,3,2,1,3,6,1,5,226.08208615
43127,1,2,,2,2,2,,2,2,3,6,2,1,909.8759664
43129,2,1,4,1,1,1,3,1,1,2,5,1,3,294.02263174
43130,1,1,3,1,1,1,8,1,2,3,4,1,3,276.05717556
43131,2,1,2,1,1,1,3,1,1,3,1,1,5,388.71796117
43132,1,1,1,1,2,1,3,2,1,3,5,1,1,104.15541463
43133,1,1,4,1,1,1,3,2,1,3,4,1,3,313.33155442
43134,1,1,2,1,1,1,3,1,1,3,4,1,3,395.33102147
43135,2,1,2,1,1,1,3,1,1,3,4,1,5,637.28584853
43136,1,1,3,1,1,1,3,1,1,3,3,1,5,340.6523899
43137,1,1,1,1,2,1,2,2,2,3,7,1,1,347.68335437
43138,1,1,1,1,2,1,3,2,2,3,6,1,2,196.83711025
43139,2,1,2,1,2,1,3,1,1,3,1,1,6,20.506765432
43140,2,1,2,1,1,1,3,1,1,2,5,1,4,434.3521099
43141,1,1,1,1,1,1,3,1,1,3,7,1,1,357.3481758
43143,1,1,2,1,2,1,2,1,1,3,4,2,3,123.35243078
43144,1,1,1,1,2,2,,2,2,3,5,2,1,384.05715097
43145,2,1,3,1,1,1,3,1,1,3,4,1,5,252.74192602
43146,1,1,2,1,1,1,1,2,1,3,3,1,2,147.80066439
43147,1,1,3,1,1,1,3,1,1,3,6,1,5,417.60619003
43149,2,1,3,1,1,1,3,2,1,3,6,1,2,156.81368999
43150,1,1,2,1,1,1,2,1,1,3,7,1,1,215.19380177
43151,2,1,2,1,1,1,2,1,1,3,5,1,2,345.30870663
43152,2,1,3,1,1,1,3,1,1,3,7,1,1,382.8625001
43153,1,1,3,1,1,1,3,1,1,3,1,1,3,178.08913106
43154,1,1,3,1,1,1,3,1,1,3,6,1,3,321.21786218
43155,1,1,1,1,1,1,3,1,2,3,7,1,4,121.35077089
43156,2,1,2,1,1,1,3,1,1,3,4,1,2,425.80916547
43157,1,1,1,1,1,1,2,1,1,3,3,1,2,77.226133403
43158,1,1,2,1,1,1,1,1,1,2,5,2,3,1182.3887055
43159,1,1,1,1,1,1,3,2,1,3,7,1,1,216.6790966
43160,2,1,2,1,1,1,3,1,1,3,7,1,2,195.56781622
43161,1,1,3,1,1,1,1,2,1,3,5,1,2,198.21404172
43162,1,1,1,1,1,1,3,2,1,3,6,1,4,507.2356513
43163,2,1,2,1,1,1,3,1,1,3,1,1,1,222.16254325
43165,2,1,2,1,1,1,1,1,1,3,7,1,2,178.01368252
43166,1,1,3,1,1,1,3,2,1,3,7,1,4,687.52143573
43167,2,1,3,1,1,1,3,1,1,3,4,1,5,286.87787812
43169,2,1,2,1,1,1,3,2,1,3,4,1,5,476.50635477
43171,1,1,1,1,1,1,3,2,1,3,7,1,1,417.14041957
43172,1,1,2,1,1,1,3,1,1,3,7,1,3,200.15250307
43173,1,1,2,1,2,2,,2,1,2,5,2,3,255.59643538
43174,2,1,1,1,1,1,3,2,1,3,7,1,1,401.68845803
43175,2,1,2,2,1,1,7,1,1,3,7,1,6,16.876378811
43176,1,1,2,1,1,1,1,2,1,3,3,1,2,204.78835106
43177,2,1,2,1,1,1,3,1,2,3,6,1,3,343.5584767
43178,2,1,2,1,1,1,2,2,2,3,3,1,2,349.60835633
43179,2,1,2,1,1,1,3,2,1,3,2,1,1,255.22665822
43180,1,1,2,1,1,1,3,2,1,3,5,1,1,327.32297787
43181,1,1,2,1,1,1,1,1,1,3,5,1,2,215.29660829
43182,2,1,1,1,1,1,3,1,1,3,7,1,3,331.82117486
43183,1,1,3,1,1,1,3,1,1,3,4,1,5,334.02072583
43184,2,1,2,1,1,1,3,1,1,3,7,1,5,306.46872204
43185,2,1,2,1,1,1,3,1,1,3,4,1,3,101.29153102
43186,1,1,1,1,2,2,,1,1,2,2,1,1,103.20579766
43188,1,1,2,1,1,1,1,2,1,3,7,1,3,336.34575277
43189,1,1,2,1,1,1,3,1,1,3,2,1,1,267.63757383
43190,1,1,3,1,1,1,3,1,2,3,6,1,6,4.2199137287
43191,2,1,2,1,1,1,3,1,1,3,5,1,5,197.38344536
43192,1,1,1,1,1,1,2,1,1,3,7,1,1,253.47889481
43194,1,1,1,1,2,2,,2,2,3,4,2,1,600.78056233
43196,1,1,1,2,2,2,,1,2,3,6,2,4,2659.23347
43197,2,1,2,1,1,1,3,1,1,3,3,1,3,352.6534937
43198,2,1,2,1,1,1,3,1,1,3,4,1,3,337.25353037
43199,1,1,3,1,1,1,3,1,1,3,7,1,5,359.789478
43200,1,1,2,1,2,1,2,1,2,3,2,2,3,89.76101378
43201,2,1,2,1,1,1,3,2,1,3,2,1,3,380.6564657
43202,2,1,2,1,1,1,2,1,2,3,6,1,2,243.52410339
43203,1,1,3,1,1,1,1,1,1,3,4,1,2,235.50261822
43204,1,1,1,1,1,2,,1,2,3,7,2,3,690.93097223
43205,2,1,1,1,1,1,3,2,1,2,1,1,1,459.66446507
43206,2,1,2,1,1,1,2,1,2,3,3,1,2,386.38253457
43207,2,1,2,1,1,1,3,1,1,3,3,1,1,297.61842291
43208,1,1,2,1,1,1,5,1,1,3,3,1,3,311.2871096
43209,1,1,2,1,1,1,3,1,1,3,5,1,1,231.12429588
43210,2,1,4,1,1,1,3,1,1,3,7,1,4,339.247845
43211,1,1,2,1,1,1,2,1,1,3,2,1,2,269.80154957
43212,1,1,2,1,1,1,3,1,1,3,7,1,3,419.84782997
43213,2,1,2,1,1,1,3,2,1,3,2,1,5,454.4964641
43214,1,1,2,1,1,1,3,1,1,3,3,1,3,320.77376901
43215,2,1,3,1,1,1,3,1,1,3,7,1,1,253.50339167
43216,2,1,1,1,1,1,3,1,1,3,6,1,3,293.03003247
43217,2,1,2,1,1,1,3,1,1,3,3,1,1,340.2986474
43218,1,1,1,1,1,1,8,1,2,3,4,1,3,391.83616297
43219,2,1,2,1,1,1,3,1,1,3,4,1,5,262.44688935
43220,2,1,3,1,1,1,2,1,1,3,7,1,2,373.42605963
43222,1,1,1,1,2,1,2,1,1,3,7,1,2,93.62480348
43223,1,1,3,1,1,1,2,1,1,3,6,1,2,302.05345191
43224,2,1,4,1,1,1,3,1,1,2,2,1,3,353.9391256
43226,2,1,2,1,1,1,3,1,1,3,7,1,1,305.85047303
43227,2,1,3,1,1,1,3,1,1,3,2,1,6,5.4424956567
43228,2,1,2,1,1,1,3,1,1,3,2,1,5,285.06581141
43229,1,1,2,1,1,1,3,1,1,3,4,1,3,111.17958354
43230,2,1,4,1,1,1,3,1,1,3,4,1,5,260.19928472
43232,1,1,1,1,1,1,3,2,2,3,7,1,3,487.8170553
43234,2,1,3,1,1,1,8,2,2,3,7,1,3,261.63281907
43235,2,1,3,1,1,1,3,2,1,3,3,1,5,282.63411916
43236,1,1,2,1,1,1,3,1,1,3,3,1,2,380.62988717
43237,2,1,2,1,1,1,3,2,1,3,7,1,2,473.06355577
43238,2,1,1,1,1,1,3,2,1,2,2,1,1,478.43042707
43239,3,1,2,1,1,1,2,2,2,3,6,1,1,388.20679197
43240,2,1,2,1,1,1,3,1,1,3,2,1,5,330.94351468
43241,2,1,1,1,1,1,3,2,2,3,2,1,1,276.07528685
43242,1,1,1,1,2,2,,1,2,3,7,2,3,360.18591063
43243,2,1,3,1,1,1,3,1,1,3,7,1,4,459.2377632
43244,1,1,2,1,1,1,2,1,1,3,7,1,3,123.49526277
43245,2,1,2,1,1,1,3,2,1,3,4,1,5,254.95408864
43247,2,1,1,1,1,1,3,1,2,3,4,1,4,153.8023717
43248,1,1,2,1,1,1,1,1,1,3,3,1,2,187.7640976
43249,2,1,3,1,1,1,2,1,1,3,5,1,2,367.12469317
43250,2,1,4,1,1,1,3,1,1,3,7,1,5,349.76984883
43251,1,1,1,1,1,1,3,1,1,3,7,1,1,362.96489033
43252,1,1,2,1,1,1,3,1,1,3,3,1,3,394.38767783
43253,1,1,1,1,1,1,3,2,2,3,2,1,3,399.82393437
43256,1,1,1,1,2,1,3,2,1,2,2,2,1,503.63386357
43257,1,1,3,1,1,1,3,1,1,3,4,1,5,377.7167925
43258,1,1,1,1,1,1,3,2,1,3,3,1,2,146.88495265
43259,1,1,3,1,1,1,3,1,2,3,4,1,4,170.43613909
43260,1,1,3,1,1,1,3,1,1,3,7,1,4,582.2239638
43261,2,1,3,1,1,1,3,1,1,3,7,1,4,544.86615177
43262,1,1,1,2,2,2,,2,2,3,3,2,1,533.10404083
43263,2,1,2,1,1,1,3,2,1,3,6,1,5,511.7926393
43264,2,1,2,1,1,1,3,2,1,3,3,1,5,488.53796707
43265,1,1,2,1,1,1,1,2,1,3,2,1,2,172.15532005
43266,1,1,3,1,1,1,3,1,2,3,7,1,3,276.41745345
43267,2,1,1,1,2,1,3,2,1,2,2,2,1,405.31093187
43268,1,1,1,1,1,1,8,1,1,3,7,1,3,407.63342077
43269,2,1,1,1,1,1,3,1,1,3,7,1,3,120.43371611
43270,1,1,1,1,1,1,3,1,1,3,7,1,1,160.61649836
43271,1,1,3,1,1,1,2,1,1,3,3,1,1,247.06263683
43272,2,1,1,1,2,1,3,1,1,3,4,1,1,190.88910274
43273,2,1,2,1,1,1,3,1,1,3,6,1,5,226.08208615
43274,2,1,1,1,1,1,2,1,1,3,1,1,3,138.91859404
43275,2,1,4,1,1,1,3,1,1,3,6,1,5,349.96488057
43276,1,1,1,1,1,1,3,1,1,3,4,1,1,280.90310325
43277,1,1,2,1,1,1,3,2,1,3,3,1,1,319.71131792
43278,2,1,2,1,1,1,2,1,1,3,4,1,2,180.01840703
43279,1,1,2,1,1,1,2,1,1,3,3,1,2,151.75181028
43282,2,1,2,1,1,1,3,1,1,3,6,1,5,562.83982317
43283,1,1,1,1,2,2,,2,2,3,7,2,1,422.49276757
43284,1,1,1,1,2,1,3,1,2,3,7,1,2,279.16709167
43286,1,1,2,1,2,1,5,1,1,3,3,1,3,345.3496063
43288,1,1,3,1,1,1,3,1,1,3,7,1,3,263.51031935
43289,1,1,1,1,2,1,1,2,1,2,2,2,1,648.34804177
43291,2,1,3,1,1,1,3,1,1,3,2,1,1,313.18585626
43292,2,1,2,1,1,1,3,1,2,3,6,1,3,364.13269977
43293,1,1,1,1,1,1,2,1,1,3,4,1,1,194.75441623
43294,2,1,1,1,1,1,3,1,1,3,3,1,4,234.92068853
43295,2,1,3,1,1,1,3,1,1,3,3,1,5,326.10299399
43296,1,1,4,1,1,1,3,1,1,3,6,1,4,230.71325111
43297,1,1,5,1,1,1,3,1,1,3,7,1,2,242.10658416
43298,1,1,3,1,1,1,1,1,1,3,4,1,2,207.22573764
43299,1,1,3,1,1,1,3,1,1,3,3,1,4,145.41779891
43300,2,1,3,1,1,1,3,1,1,3,7,1,5,286.77634608
43301,2,1,2,1,1,1,2,1,2,3,2,1,2,354.67222103
43302,2,1,2,1,1,1,3,1,2,3,7,1,3,349.2248847
43303,2,1,5,1,1,1,3,1,1,3,7,1,2,235.17801231
43304,4,2,,2,2,2,,2,2,3,3,2,1,1073.2686744
43305,1,1,3,1,1,1,3,1,1,3,7,1,3,184.02439489
43306,1,1,1,2,2,1,3,2,1,2,1,2,1,401.3712115
43307,1,1,1,1,1,1,3,1,1,3,3,1,2,160.38393043
43309,1,1,2,1,1,1,3,1,1,3,6,1,3,333.4379117
43310,1,1,1,1,2,1,3,2,1,3,7,1,1,209.56576333
43312,1,1,3,1,1,1,1,2,1,3,4,1,2,216.08492241
43313,2,1,2,1,1,1,2,1,1,3,3,1,2,248.3523046
43314,1,1,2,1,1,1,3,1,1,3,3,1,1,405.375725
43315,1,1,1,1,1,1,3,2,1,3,6,1,3,113.16371741
43316,1,1,1,1,1,1,3,2,1,3,7,1,1,161.31380936
43318,2,1,2,1,1,1,3,1,1,3,1,1,1,244.24638327
43320,2,1,3,1,1,1,3,1,1,3,2,1,4,367.7762196
43322,1,1,1,1,2,2,,2,2,3,6,2,3,404.9310544
43324,1,1,3,1,1,1,3,1,1,3,4,1,3,236.75478941
43326,1,1,2,1,1,1,7,2,2,3,4,1,3,325.16919536
43327,2,1,1,2,2,1,3,2,2,3,7,1,1,148.19418581
43328,1,1,1,1,2,2,,1,2,2,7,2,2,960.7729141
43330,1,1,3,1,1,1,1,2,1,3,3,1,2,186.59025201
43331,2,1,3,1,1,1,3,1,1,3,3,1,2,167.80983024
43332,1,1,2,1,1,1,3,1,1,3,6,1,3,396.04114137
43333,2,1,3,1,1,1,3,1,1,3,2,1,6,6.8453148437
43334,2,1,4,1,1,1,3,1,1,3,7,1,4,389.95517877
43335,1,1,3,1,1,1,3,1,1,3,6,1,3,172.87805843
43337,1,1,2,1,2,2,,2,1,2,7,2,3,229.1750705
43338,1,1,3,1,1,1,3,1,1,3,4,1,1,124.02684394
43340,2,1,2,1,1,1,3,1,1,3,4,1,2,201.95238196
43343,1,1,1,1,1,1,3,2,1,3,2,1,1,463.42153433
43345,2,1,3,1,1,1,3,1,1,3,6,1,5,345.5092968
43346,1,1,1,2,2,2,,2,2,3,2,2,1,317.70442483
43347,1,1,1,2,2,2,,2,2,3,7,2,1,379.9728287
43349,1,1,1,1,2,1,2,1,1,3,3,2,3,126.56803935
43350,1,1,2,1,1,1,1,1,1,2,3,2,3,985.98005453
43351,1,1,2,1,1,1,3,1,1,2,7,1,1,50.614170973
43352,2,1,2,1,1,1,3,1,1,3,3,1,5,284.78183522
43353,1,1,3,1,1,1,3,1,1,3,4,1,3,349.4463286
43354,1,1,1,2,2,1,3,2,1,3,4,1,1,104.05422382
43355,1,1,1,1,2,1,2,1,1,3,7,2,1,208.53123037
43356,1,1,2,1,1,1,3,2,1,3,3,1,3,377.2364905
43357,2,1,2,1,1,1,2,1,2,3,3,1,2,378.9388132
43358,1,1,2,1,1,1,2,1,2,3,6,1,2,422.31819997
43360,1,1,6,1,1,1,3,1,1,2,6,1,1,255.1834171
43361,1,1,1,1,1,1,3,1,1,3,4,1,1,271.79693084
43362,2,1,1,1,1,1,1,2,2,3,2,1,1,257.92120147
43364,1,1,1,1,1,1,1,2,1,2,1,2,2,719.0331812
43366,1,1,1,2,2,2,,2,2,3,7,2,1,345.01439083
43367,1,1,3,1,1,1,3,1,1,3,4,1,4,736.68506207
43368,1,1,1,1,2,2,,2,2,3,3,2,1,441.53350583
43371,2,1,2,1,1,1,3,1,1,3,2,1,5,352.6027732
43372,1,1,2,1,1,1,3,1,1,2,1,1,1,407.71240873
43374,2,1,3,1,1,1,3,1,1,3,6,1,3,303.12108121
43375,1,1,3,1,1,1,3,1,1,3,4,1,1,218.51387001
43377,1,1,1,1,1,1,3,2,1,3,4,1,1,208.20136794
43378,2,1,4,1,1,1,4,1,1,3,3,1,4,504.532755
43379,1,1,3,1,1,1,3,1,1,3,6,1,1,259.16740086
43380,1,1,2,1,1,1,3,1,1,3,3,1,3,387.63856987
43381,1,1,1,2,2,1,2,1,2,3,4,2,1,248.48931216
43382,2,1,2,1,1,1,2,1,1,3,1,1,2,386.1631164
43383,2,1,3,1,1,1,3,1,2,3,7,1,6,7.9612488543
43384,1,1,1,1,1,1,3,1,1,3,4,1,3,314.94789365
43385,1,1,3,1,1,1,3,1,1,3,3,1,5,207.87237841
43386,2,1,2,1,1,1,3,1,1,3,2,1,5,524.12274097
43387,1,1,1,1,1,1,3,2,1,3,4,1,3,118.23252862
43391,2,1,2,1,1,1,3,1,1,3,3,1,5,387.41801507
43393,1,1,1,1,2,2,,2,2,3,6,2,3,291.21411749
43394,4,1,9,2,2,2,,1,2,3,4,2,1,1220.7545367
43395,1,1,1,1,1,1,2,1,1,3,4,1,1,242.70064563
43399,1,1,1,2,2,2,,2,2,3,4,2,1,305.59115634
43400,1,1,1,1,1,1,2,2,1,3,2,1,2,79.464000517
43401,2,1,2,1,1,1,2,1,1,3,1,1,2,253.46550576
43402,1,1,1,1,1,1,3,2,1,3,5,1,1,214.03279178
43404,2,1,2,1,1,1,3,1,1,3,4,1,5,381.97432473
43405,1,1,3,1,1,1,3,1,1,3,3,1,4,465.26762903
43406,2,1,2,1,1,1,2,1,2,3,1,1,2,310.39788559
43407,1,1,3,1,1,1,3,1,1,3,4,1,5,354.4880833
43408,1,1,1,1,2,2,,1,1,2,2,2,2,540.5185912
43409,1,1,1,1,1,2,,2,2,3,6,2,3,852.9360932
43411,1,1,2,1,2,2,,2,1,2,6,2,3,342.0878154
43413,2,1,2,1,1,1,3,2,1,3,4,1,2,160.06097839
43414,1,1,1,1,1,1,3,1,1,3,3,1,3,89.916500757
43416,1,1,1,1,1,1,3,1,1,3,4,1,2,165.82429851
43417,1,1,2,1,1,1,1,1,1,3,3,1,2,146.76697615
43419,1,1,2,1,2,1,2,1,1,3,1,2,3,90.577081633
43422,1,1,2,1,1,1,2,2,2,3,4,1,2,355.39956533
43423,1,1,4,1,1,1,3,1,1,3,3,1,3,358.35410183
43424,2,1,3,1,1,1,3,1,1,3,6,1,1,297.35501397
43427,2,1,5,1,1,1,3,1,2,3,4,1,2,215.54078328
43428,1,1,1,1,2,1,2,1,1,3,4,2,3,85.306171317
43430,1,1,1,1,1,1,3,2,1,3,4,1,3,91.233101863
43431,1,1,1,1,2,2,,1,1,2,2,2,2,364.5433378
43433,2,1,2,1,1,1,3,1,1,3,5,1,2,364.49436797
43436,2,1,2,1,1,1,2,1,1,3,2,1,2,333.13053909
43438,1,1,2,1,2,2,,1,1,2,6,2,3,137.94060563
43439,1,1,2,1,1,1,1,2,1,3,6,1,2,235.15322973
43440,2,1,2,1,1,1,3,1,1,3,4,1,1,228.05163547
43441,1,1,3,1,1,1,3,1,1,3,3,1,4,686.8330012
43442,2,1,3,1,1,1,3,1,1,3,4,1,1,268.80281589
43444,1,1,3,1,1,1,3,1,1,3,4,1,3,162.73081011
43445,1,1,5,1,1,1,2,1,1,3,3,1,5,282.63411916
43446,2,1,2,1,1,1,2,1,1,3,4,1,2,274.26517585
43447,1,1,1,1,1,1,3,1,1,3,2,1,3,114.69613993
43448,2,1,2,1,1,1,2,1,1,3,2,1,2,429.66195727
43450,1,1,1,1,1,1,3,2,1,3,1,1,3,106.46666501
43455,1,1,3,1,1,1,3,1,1,3,4,1,4,1024.5323771
43456,4,2,,2,2,2,,2,2,3,4,2,1,1016.397807
43457,1,1,1,1,2,1,3,2,1,3,6,1,1,207.98844246
43459,1,1,1,1,1,1,3,1,1,2,1,1,3,89.471040637
43462,2,1,3,1,1,1,6,2,1,2,2,1,2,398.9758594
43463,1,1,3,1,1,1,3,2,1,3,3,1,3,405.27612933
43464,1,1,3,1,1,1,1,1,1,3,2,1,2,183.98358752
43469,2,1,3,1,1,1,2,1,1,3,1,1,2,170.84294161
43470,1,1,1,1,1,1,2,1,1,3,2,1,3,184.55694979
43471,2,1,5,1,1,1,3,1,1,3,4,1,5,272.48710448
43473,1,1,3,1,1,1,3,1,1,3,4,1,3,304.21118955
43475,1,1,1,2,2,2,,1,1,2,4,2,2,477.30401867
43476,1,1,3,1,1,1,3,1,1,3,4,1,5,312.04004104
43477,1,1,2,1,1,1,1,1,1,2,7,2,3,1520.0947585
43479,2,1,3,1,1,1,3,1,1,3,4,1,4,769.78701267
43481,1,1,1,1,1,1,3,2,1,2,1,1,3,95.448682177
43482,1,1,1,1,1,1,5,1,2,3,2,1,3,357.74434177
43483,2,1,2,1,1,1,3,1,1,3,1,1,5,229.51911312
43484,2,1,2,1,1,1,2,2,1,3,6,1,2,381.0222972
43485,2,1,1,1,1,1,2,1,1,1,6,1,2,433.9137032
43486,1,1,2,1,1,1,3,1,1,3,2,1,1,400.22042507
43487,2,1,2,1,1,1,3,2,1,3,4,1,5,261.06865446
43488,1,1,2,1,2,2,,1,1,2,4,2,2,462.42873157
43489,1,1,2,1,2,2,,1,1,2,4,2,2,818.8769521
43490,2,1,5,1,1,1,3,1,1,3,6,1,2,190.32831681
43491,1,1,3,1,1,1,3,1,1,3,4,1,3,310.79378582
43495,1,1,3,1,1,1,3,1,1,3,2,1,3,265.23469931
43496,2,1,2,1,1,1,3,1,1,2,2,1,2,442.0178175
43497,2,1,2,1,1,1,3,1,1,3,1,1,2,374.62574573
43498,1,1,1,1,1,1,3,1,1,3,4,1,3,281.91275093
43501,1,1,1,1,1,1,3,2,1,3,4,1,1,149.94324368
43502,1,1,2,1,1,1,3,2,1,3,4,1,2,372.14090703
43503,4,2,,2,2,2,,2,2,3,2,2,1,891.0140559
43505,1,1,3,1,1,1,3,1,1,3,2,1,4,202.61233955
43506,2,1,2,1,1,1,3,1,1,3,6,1,1,296.76611977
43507,2,1,2,1,1,1,2,1,1,3,2,1,2,412.46164507
43508,1,1,2,1,1,1,3,1,1,2,2,1,2,410.83000267
43510,2,1,2,1,1,1,3,1,1,2,7,1,4,379.1496166
43511,1,1,2,1,2,2,,1,1,2,4,2,2,593.33059753
43512,1,1,1,1,2,2,,1,1,2,4,1,1,429.96909833
43514,2,1,2,1,1,1,2,1,2,3,4,1,2,207.436589
43516,2,1,3,1,1,1,2,1,1,3,2,1,3,390.58523893
43517,2,1,2,1,1,1,3,2,1,3,6,1,5,337.6185795
43521,1,1,1,1,1,1,3,1,2,2,7,1,2,282.93523201
43522,2,1,4,1,1,1,3,1,1,3,6,1,4,280.82892544
43523,1,1,2,1,1,1,1,1,1,2,3,2,2,321.46090385
43524,1,1,1,1,1,1,3,1,1,3,4,1,4,426.3867487
43525,2,1,2,1,1,1,3,1,1,1,7,1,3,437.74689063
43526,1,1,2,1,1,1,3,1,1,3,6,1,3,425.9517774
43527,2,1,2,1,1,1,3,1,1,3,2,1,3,100.99745326
43528,1,1,3,1,1,1,3,1,2,3,2,1,4,161.45467258
43529,2,1,3,1,1,1,3,1,1,3,6,1,1,229.66139135
43530,1,1,1,1,2,2,,1,2,2,6,2,2,794.8467058
43534,1,1,2,1,1,1,1,1,1,2,4,2,2,377.76772013
43535,1,1,2,1,1,1,2,2,1,3,2,1,2,319.43190136
43536,1,1,1,2,2,1,3,2,2,3,6,1,1,121.13751433
43537,4,2,,2,2,2,,2,2,3,2,2,1,959.03040953
43538,1,1,1,1,1,1,3,1,1,3,6,1,3,187.8327418
43539,1,1,1,1,2,2,,2,2,2,6,2,2,738.75534367
43541,1,1,2,1,2,2,,2,1,2,7,2,3,227.7416427
43542,1,1,2,1,2,1,2,1,1,3,2,2,3,86.058218373
43543,1,1,1,1,2,2,,2,2,3,6,2,1,394.1845282
43544,1,1,1,1,1,1,3,1,1,2,5,1,2,727.57671633
43545,2,1,4,1,1,1,3,1,1,2,6,1,2,220.54461375
43552,2,1,4,1,1,1,3,1,1,3,6,1,5,267.2304316
43556,1,1,1,1,1,1,2,2,1,3,6,1,2,80.052295437
43557,1,1,1,1,1,1,3,1,1,2,1,1,2,623.1902605
43559,1,1,2,1,1,1,1,1,1,2,1,2,3,924.06845023
43560,2,1,2,1,1,1,2,1,1,3,6,1,2,257.33255327
43561,1,1,1,1,1,1,3,1,1,2,1,1,4,295.96539469
43563,1,1,1,1,1,1,1,1,1,2,2,2,3,683.0004707
43564,2,1,1,1,1,1,3,2,1,2,2,1,1,375.82056147
43565,1,1,1,2,2,2,,1,2,2,6,2,1,530.25925717
43570,1,1,3,1,1,1,3,2,1,3,2,1,1,323.17928849
43571,1,1,2,1,1,1,2,1,1,3,2,1,1,181.36282588
43572,2,1,3,1,1,1,2,1,1,3,3,1,2,161.81479462
43573,2,1,1,1,2,1,3,2,2,3,1,1,6,14.170182961
43574,2,1,1,1,2,1,3,2,2,3,3,1,6,9.4427096987
43575,2,1,5,1,1,1,3,1,1,3,2,1,3,91.82754966
43576,1,1,2,1,1,1,1,1,1,3,3,2,3,585.77088943
43577,1,1,1,1,1,1,3,1,2,3,2,1,4,134.27629642
43578,2,1,2,1,1,1,2,2,2,3,3,1,2,289.73977892
43579,2,1,3,1,1,1,3,1,1,3,1,1,5,256.36317697
43580,1,1,3,1,1,1,8,1,2,3,1,1,3,293.60579836
43581,1,1,2,1,1,1,3,1,1,3,2,1,4,654.78353997
43582,1,1,2,1,1,1,1,1,1,3,1,1,2,225.19740107
43585,2,1,3,1,1,1,3,1,1,3,1,1,5,536.1914963
43586,2,1,2,1,1,1,2,1,1,3,5,1,2,356.2272435
43587,1,1,3,1,1,1,3,1,1,3,1,1,3,316.18210679
43588,1,1,1,1,1,1,3,1,1,3,2,1,1,152.25911842
43589,1,1,2,1,1,1,3,1,1,3,3,1,4,475.55558187
43590,2,1,3,1,1,1,3,1,1,3,2,1,3,262.88771198
43591,1,1,5,1,1,1,3,1,1,3,1,1,5,266.80759087
43592,1,1,1,2,2,2,,2,2,3,2,2,1,304.86437506
43593,1,1,2,1,1,1,3,1,1,3,2,1,4,528.32881213
43594,1,1,1,1,1,2,,2,1,3,3,2,1,965.25357463
43595,2,1,4,1,1,1,7,1,1,3,1,1,2,131.08917758
43596,2,1,2,1,1,1,2,1,1,3,2,1,2,367.58667613
43597,2,1,3,1,1,1,3,1,1,3,1,1,5,301.34573554
43598,2,1,1,1,1,1,3,1,1,3,2,1,2,544.1943035
43599,1,1,1,1,1,1,3,1,1,3,1,1,1,235.36332523
43600,2,1,2,1,1,1,2,1,1,3,6,1,2,240.11956238
43601,2,1,2,1,1,1,2,1,1,3,3,1,2,309.65854729
43602,1,1,3,1,1,1,3,1,1,3,3,1,1,253.14599059
43603,2,1,5,1,1,1,3,1,1,3,3,1,3,105.83120964
43604,1,1,1,2,2,2,,2,2,3,2,2,1,395.3885145
43605,1,1,1,2,2,2,,2,2,3,2,2,1,343.36520727
43606,1,1,3,1,1,1,3,1,1,3,1,1,3,308.26298179
